ID,NAME,ADDRESS,CITY,STATE,ZIP,PHONE,FIPS 2022,CBSA 2023,RUCA,PAY TYPE,FORHP RURAL 2024,POS CERT BEDS,POS TOT BEDS,CR ACUTE BEDS,PSF BEDS
140160,FHN MEMORIAL HOSPITAL,1045 WEST STEPHENSON STREET,FREEPORT,IL,61032,8155996000,17177,Micro,4.0,MDH/RRC,Rural,203,203,100.0,79.0
140161,SAINT JAMES HOSPITAL,2500 WEST REYNOLDS STREET,PONTIAC,IL,61764,8158422828,17105,Micro,4.0,SCH,Rural,81,81,42.0,38.0
140164,MEMORIAL HOSPITAL OF CARBONDALE,405 W JACKSON,CARBONDALE,IL,62901,6185490721,17077,Micro,1.0,RRC,Rural,140,140,175.0,170.0
140184,HEARTLAND REGIONAL MEDICAL CENTER,3333 W DEYOUNG,MARION,IL,62959,6189987000,17199,Micro,1.0,PPS,Rural,92,92,94.0,91.0
140189,SARAH BUSH LINCOLN HEALTH CENTER,1000 HEALTH CENTER DRIVE P O BOX 372,MATTOON,IL,61938,2172582513,17029,Micro,4.0,SCH,Rural,203,203,100.0,76.0
140210,HARRISBURG MEDICAL CENTER,100 DOCTOR WARREN TUTTLE DR,HARRISBURG,IL,62946,6182537671,17165,Neither,7.0,SCH,Rural,78,78,40.0,36.0
140294,DEACONESS ILLINOIS CROSSROADS,8 DOCTORS PARK RD,MOUNT VERNON,IL,62864,6182445500,17081,Micro,4.0,MDH,Rural,56,56,47.0,45.0
141300,THOMAS H BOYD MEMORIAL HOSPITAL,800 SCHOOL ST,CARROLLTON,IL,62016,2179426946,17061,Neither,10.0,CAH,Rural,25,25,25.0,
141301,KIRBY MEDICAL CENTER,1000 MEDICAL CENTER DRIVE,MONTICELLO,IL,61856,2177622115,17147,Metro,7.0,CAH,Rural,16,16,16.0,
141302,MIDWEST MEDICAL CENTER,1 MEDICAL CENTER DRIVE,GALENA,IL,61036,8157771340,17085,Neither,7.0,CAH,Rural,19,19,25.0,
141303,WARNER HOSPITAL AND HEALTH SERVICES,422 W WHITE ST,CLINTON,IL,61727,2179359571,17039,Neither,7.0,CAH,Rural,25,25,15.0,
141304,"GENESIS MEDICAL CENTER, ALEDO",409 NW 9TH AVENUE,ALEDO,IL,61231,3095829100,17131,Metro,7.0,CAH,Rural,22,22,22.0,
141305,MEMORIAL HOSPITAL,1454 N COUNTY ROAD 2050 E,CARTHAGE,IL,62321,2173578500,17067,Neither,10.0,CAH,Rural,25,48,18.0,
141306,COMMUNITY HOSPITAL OF STAUNTON,400 N CALDWELL ST,STAUNTON,IL,62088,6186352200,17117,Metro,2.0,CAH,Rural,25,25,25.0,
141307,PINCKNEYVILLE COMMUNITY HOSPITAL,5383 STATE ROUTE 154,PINCKNEYVILLE,IL,62274,6183572187,17145,Neither,7.0,CAH,Rural,17,17,20.0,
141308,WASHINGTON COUNTY HOSPITAL,705 S GRAND AVE,NASHVILLE,IL,62263,6183278236,17189,Neither,7.0,CAH,Rural,15,15,22.0,
141309,CARLE EUREKA HOSPITAL,101 S MAJOR ST,EUREKA,IL,61530,3094672371,17203,Metro,7.0,CAH,Rural,18,18,25.0,
141310,OSF SAINT PAUL MEDICAL CENTER,1401 E 12TH STREET,MENDOTA,IL,61342,8155397461,17099,Micro,7.0,CAH,Rural,25,25,25.0,
141311,FAIRFIELD MEMORIAL HOSPITAL 1,303 N W 11TH STREET,FAIRFIELD,IL,62837,6188422611,17191,Neither,7.0,CAH,Rural,15,15,25.0,
141312,ROCHELLE COMMUNITY HOSPITAL,900 N 2ND ST,ROCHELLE,IL,61068,8155622181,17141,Micro,4.0,CAH,Rural,25,25,17.0,
141313,MASON DISTRICT HOSPITAL,"615 NORTH PROMENADE STREET,P O BOX 530",HAVANA,IL,62644,3095434431,17125,Neither,7.0,CAH,Rural,25,25,25.0,
141315,ILLINI COMMUNITY HOSPITAL,640 W WASHINGTON,PITTSFIELD,IL,62363,2172852113,17149,Neither,7.0,CAH,Rural,25,25,25.0,
141316,HOOPESTON COMMUNITY MEMORIAL HOSPITAL,701 EAST ORANGE STREET,HOOPESTON,IL,60942,2172835531,17183,Micro,7.0,CAH,Rural,23,23,22.0,
141317,GIBSON COMMUNITY HOSPITAL,1120 N MELVIN STREET,GIBSON CITY,IL,60936,2177844251,17053,Metro,7.0,CAH,Rural,25,25,25.0,
141318,OSF HOLY FAMILY MEDICAL CENTER,1000 W HARLEM AVENUE,MONMOUTH,IL,61462,3097343141,17187,Neither,7.0,CAH,Rural,23,23,15.0,
141319,HAMMOND HENRY HOSPITAL,600 N COLLEGE AVENUE,GENESEO,IL,61254,3099446431,17073,Metro,7.0,CAH,Rural,25,25,23.0,
141320,PARIS COMMUNITY HOSPITAL,721 E COURT STREET,PARIS,IL,61944,2174654141,17045,Neither,7.0,CAH,Rural,15,25,25.0,
141321,FRANKLIN HOSPITAL,201 BAILEY LANE,BENTON,IL,62812,6184393161,17055,Neither,7.0,CAH,Rural,16,16,16.0,
141322,ABRAHAM LINCOLN MEMORIAL HOSPITAL,200 STAHLHUT DRIVE,LINCOLN,IL,62656,2177322161,17107,Micro,4.0,CAH,Rural,15,15,25.0,
141323,MASSAC MEMORIAL HOSPITAL,"28 CHICK STREET, PO BOX 850",METROPOLIS,IL,62960,6185242176,17127,Metro,5.0,CAH,Rural,25,25,25.0,
141324,FERRELL HOSPITAL COMMUNITY FOUNDATIONS,1201 PINE STREET,ELDORADO,IL,62930,6182733361,17165,Neither,7.0,CAH,Rural,25,25,25.0,
141325,OSF SAINT LUKE MEDICAL CENTER,1051 WEST SOUTH STREET,KEWANEE,IL,61443,3098533361,17073,Metro,4.0,CAH,Rural,25,25,25.0,
141326,HAMILTON MEMORIAL HOSPITAL,611 S MARSHALL AVENUE,MCLEANSBORO,IL,62859,6186432361,17065,Neither,7.0,CAH,Rural,25,25,25.0,
141327,WABASH GENERAL HOSPITAL 1,1418 COLLEGE DRIVE,MOUNT CARMEL,IL,62863,6182628621,17185,Neither,7.0,CAH,Rural,25,25,25.0,
141328,HARDIN COUNTY GENERAL HOSPITAL,6 FERRELL ROAD,ROSICLARE,IL,62982,6182856634,17069,Neither,8.0,CAH,Rural,25,25,25.0,
141329,MORRISON COMMUNITY HOSPITAL,303 N JACKSON STREET,MORRISON,IL,61270,8157724003,17195,Micro,7.0,CAH,Rural,25,25,25.0,
141331,MARSHALL BROWNING HOSPITAL,900 NORTH WASHINGTON STREET,DU QUOIN,IL,62832,6185422146,17145,Neither,7.0,CAH,Rural,25,25,25.0,
141332,HILLSBORO AREA HOSPITAL,1200 E TREMONT STREET,HILLSBORO,IL,62049,2175326111,17135,Neither,7.0,CAH,Rural,25,25,25.0,
141333,SARAH D CULBERTSON MEMORIAL HOSPITAL,238 SOUTH CONGRESS STREET,RUSHVILLE,IL,62681,2173224321,17169,Neither,7.0,CAH,Rural,22,22,22.0,
141334,ST JOSEPH MEMORIAL HOSPITAL,2 SOUTH HOSPITAL DRIVE,MURPHYSBORO,IL,62966,6186843156,17077,Micro,2.0,CAH,Rural,25,25,25.0,
141335,MERCY HARVARD HOSPITAL,901 S GRANT STREET,HARVARD,IL,60033,8159435431,17111,Metro,7.0,CAH,Rural,25,25,13.0,
141336,ST JOSEPH'S HOSPITAL,12866 TROXLER AVENUE,HIGHLAND,IL,62249,6186512600,17119,Metro,4.0,CAH,Rural,25,25,25.0,
141337,OSF SAINT CLARE MEDICAL CENTER,530 PARK AVENUE EAST,PRINCETON,IL,61356,8158752811,17011,Micro,7.0,CAH,Rural,25,25,25.0,
141338,MEMORIAL HOSPITAL,1900 STATE ST,CHESTER,IL,62233,6188264581,17157,Neither,7.0,CAH,Rural,61,61,25.0,
141339,TAYLORVILLE MEMORIAL HOSPITAL,201 EAST PLEASANT STREET,TAYLORVILLE,IL,62568,2178243331,17021,Micro,4.0,CAH,Rural,25,25,25.0,
141341,PANA COMMUNITY HOSPITAL,101 E NINTH STREET,PANA,IL,62557,2175622131,17021,Micro,7.0,CAH,Rural,25,25,22.0,
141342,DEACONESS ILLINOIS UNION COUNTY,517 NORTH MAIN STREET,ANNA,IL,62906,6188334511,17181,Neither,7.0,CAH,Rural,25,25,25.0,
141343,CRAWFORD MEMORIAL HOSPITAL,1000 NORTH ALLEN STREET,ROBINSON,IL,62454,6185443131,17033,Neither,7.0,CAH,Rural,25,25,25.0,
141344,LAWRENCE COUNTY MEMORIAL HOSPITAL,2200 STATE ST,LAWRENCEVILLE,IL,62439,6189431000,17101,Neither,7.0,CAH,Rural,25,25,25.0,
141345,SALEM TOWNSHIP HOSPITAL,1201 RICKER DRIVE,SALEM,IL,62881,6185483194,17121,Micro,7.0,CAH,Rural,25,25,25.0,
141346,SARAH BUSH LINCOLN FAYETTE COUNTY HOSPITAL,650 W TAYLOR ST,VANDALIA,IL,62471,6182831231,17051,Neither,7.0,CAH,Rural,25,25,25.0,
141347,CARLINVILLE AREA HOSPITAL,20733 N BROAD STREET,CARLINVILLE,IL,62626,2178543141,17117,Metro,7.0,CAH,Rural,25,25,25.0,
141348,RED BUD REGIONAL HOSPITAL,325 SPRING STREET,RED BUD,IL,62278,6182823831,17157,Neither,7.0,CAH,Rural,25,25,25.0,
141349,SPARTA COMMUNITY HOSPITAL,818 E BROADWAY,SPARTA,IL,62286,6184432177,17157,Neither,7.0,CAH,Rural,25,25,25.0,
141350,ST FRANCIS HOSPITAL,1215 FRANCISCAN DR,LITCHFIELD,IL,62056,2173242191,17135,Neither,7.0,CAH,Rural,25,25,25.0,
141351,CLAY COUNTY HOSPITAL,911 STACY BURK DR,FLORA,IL,62839,6186622131,17025,Neither,7.0,CAH,Rural,18,18,20.0,
141352,JACKSONVILLE MEMORIAL HOSPITAL,1600 W WALNUT ST,JACKSONVILLE,IL,62650,2172459551,17137,Micro,4.0,CAH,Rural,25,25,25.0,
141353,IROQUOIS MEMORIAL HOSPITAL,200 FAIRMAN STREET,WATSEKA,IL,60970,8154325201,17075,Neither,7.0,CAH,Rural,25,25,25.0,
141354,HSHS GOOD SHEPHERD HOSPITAL INC,200 S CEDAR ST,SHELBYVILLE,IL,62565,2177743961,17173,Neither,7.0,CAH,Rural,30,30,,
141355,CARLE RICHLAND MEMORIAL HOSPITAL,800 EAST LOCUST STREET,OLNEY,IL,62450,6183952131,17159,Neither,7.0,CAH,Rural,25,151,,
